Id,SalePrice
1461,128475.54479141408
1462,154833.01081684415
1463,181244.57890220068
1464,180929.6587555481
1465,199366.8193453463
1466,183591.3742478662
1467,166289.82155674614
1468,175823.3638640614
1469,183858.30455353536
1470,120074.132403541
1471,196686.39868318362
1472,94959.18451349206
1473,97407.53283593069
1474,154162.4651278943
1475,143789.64798643588
1476,382121.7555685246
1477,252706.63722525246
1478,302890.63889514754
1479,264682.8470563657
1480,446712.37732514454
1481,309517.794992172
1482,209079.95676147196
1483,176933.04724670947
1484,176894.1696586391
1485,173331.11252142847
1486,199795.08431766366
1487,328815.3629483738
1488,238996.1027430376
1489,211142.35966544008
1490,198428.90475924913
1491,191217.1488406193
1492,96603.35477601018
1493,175092.92782460313
1494,299778.8581708736
1495,296668.09380056604
1496,227309.65363676025
1497,192968.31131742426
1498,153050.89898833682
1499,153072.8861005662
1500,151394.9871587302
1501,173724.52558975195
1502,167203.80617305415
1503,298576.9993458152
1504,229268.5043589272
1505,214155.41767644297
1506,186858.0030845211
1507,217610.59355010258
1508,201273.94861847316
1509,164547.87748347755
1510,152470.30629062036
1511,153068.3117170274
1512,172289.04956886734
1513,149068.54312872686
1514,159343.5106718837
1515,179398.63892943718
1516,159577.93673773456
1517,154017.76568470424
1518,128116.87489349533
1519,223101.12715751457
1520,139027.77562519338
1521,145902.24167554663
1522,161366.66662860478
1523,114214.98914837121
1524,122604.62296050994
1525,125562.40294119774
1526,129112.99026667229
1527,102368.11353636751
1528,126879.69404502436
1529,143366.7862129314
1530,167121.76630501723
1531,128172.0044442752
1532,108448.9089408009
1533,145373.3025147186
1534,116689.31517095906
1535,158153.36850710664
1536,116451.60439585146
1537,75381.50720011658
1538,185202.47456731607
1539,247223.93858578647
1540,113393.44214461093
1541,148790.92115404044
1542,144508.92302206406
1543,220569.86126663064
1544,80405.37357063494
1545,105371.4935685425
1546,122136.83168684128
1547,141828.76019678562
1548,136820.70535227275
1549,115073.10214981962
1550,141193.67251911966
1551,117434.9154022922
1552,146746.12050808073
1553,144044.48849747196
1554,113270.10296781828
1555,167790.42411203528
1556,97730.655629626
1557,128766.2763639472
1558,93871.72140591631
1559,121108.34855035253
1560,151714.47897422573
1561,153179.054514452
1562,127215.45438366002
1563,123972.09861310353
1564,163615.88369541842
1565,155676.66080248918
1566,220272.0848023088
1567,77887.6601022367
1568,224534.93613606953
1569,149975.22886901442
1570,125690.18432990619
1571,135270.68993373017
1572,146390.2195922245
1573,237001.55391352813
1574,119704.5386945054
1575,210971.87267294383
1576,215524.4686081308
1577,208250.2158453824
1578,151712.61455996518
1579,143959.14473340535
1580,190330.59640323423
1581,142715.79317471135
1582,128723.0886589902
1583,331597.31783044443
1584,239890.59764364245
1585,140610.69261118319
1586,72597.92480485624
1587,104742.53601638833
1588,152727.11214274893
1589,102816.12745300258
1590,134383.3173886919
1591,106549.99614120039
1592,126339.52764627038
1593,117800.14611106196
1594,139261.27597479473
1595,121718.75960738433
1596,235713.2089054332
1597,163421.49091010093
1598,185154.06365700773
1599,209156.7774330448
1600,191964.19971981907
1601,80849.940154798
1602,114178.08856984702
1603,97691.42074875135
1604,281220.36062579387
1605,250511.64793005033
1606,168083.19238182378
1607,164773.10495080295
1608,215101.74603740996
1609,201398.57098864816
1610,160793.70308856148
1611,151210.39316232645
1612,161188.29452903775
1613,166447.68731255416
1614,122039.66015595234
1615,87521.17605880233
1616,81977.5150417389
1617,88757.35143568656
1618,127744.48250562779
1619,132537.83141302326
1620,148429.26906463376
1621,136700.15807810245
1622,155738.13353077194
1623,293015.8872960318
1624,215492.28714241867
1625,132258.1726964647
1626,172936.6023917138
1627,188330.38372495843
1628,282464.4711218254
1629,176257.2478674963
1630,349673.45144971117
1631,224721.11152139807
1632,247077.4741405177
1633,169576.95697860752
1634,181448.96199440848
1635,178929.35574485507
1636,159227.71758127704
1637,175604.56261428582
1638,215482.40942420636
1639,180315.9337168525
1640,247940.85334780524
1641,184669.31306192678
1642,222095.583630245
1643,224109.17623095532
1644,224430.40423991595
1645,181389.8226653736
1646,154520.03824983348
1647,161106.9881588745
1648,143264.27347880442
1649,140518.3180239537
1650,123202.35703354972
1651,123261.42227699055
1652,93590.32085927957
1653,99451.70893461538
1654,157128.377207425
1655,157347.58819559895
1656,151657.24160430126
1657,153821.09444606132
1658,155887.7455322808
1659,146568.14270292208
1660,145823.60306879485
1661,433726.3156684343
1662,388232.54712589964
1663,375502.4658382034
1664,451417.3141474028
1665,314123.6463102271
1666,328705.4751225465
1667,355359.7269083252
1668,328379.8096793816
1669,301905.1578251081
1670,338235.364321104
1671,260700.67179224416
1672,460926.3303930377
1673,302231.3628786824
1674,250324.32275569966
1675,187515.41247200026
1676,191342.98702319077
1677,214478.75182644298
1678,453844.422880231
1679,375024.35279188293
1680,325774.81743470405
1681,273243.2311568182
1682,302494.9920962119
1683,188745.49717992725
1684,170200.7517658009
1685,174222.7445420367
1686,168335.6999861471
1687,167308.026304329
1688,187245.46496704692
1689,188931.68446666896
1690,183869.32000719965
1691,174524.6522638453
1692,266532.27525813907
1693,170205.832495238
1694,184238.22801882826
1695,170029.38554218566
1696,262623.6852705268
1697,171856.3860272145
1698,343998.36746239313
1699,327544.28334015125
1700,242459.52985295805
1701,263194.46539120044
1702,255322.35869824892
1703,251955.39642637063
1704,293493.7522339937
1705,231969.33758117372
1706,447067.05387911224
1707,217777.78959603165
1708,216103.18335631306
1709,282606.7267602451
1710,224582.5453695215
1711,266383.62352342927
1712,247759.6367067096
1713,245470.68877926795
1714,223545.11851148302
1715,201367.9346993074
1716,177449.13407968712
1717,167057.53390703473
1718,142853.99993766428
1719,206506.3297045815
1720,248303.39076576487
1721,167191.27364336222
1722,134588.28787990622
1723,155780.98381504326
1724,214676.071953824
